country,city,location,coordinates,measurements_parameter,measurements_sourcename,measurements_unit,measurements_value,measurements_lastupdated,country_name_en
DE,Nordrhein-Westfalen,DENW212,"{'lon': 6.957701, 'lat': 50.94736700000001}",PM2.5,EEA Germany,µg/m³,11.759,2024-01-29T20:00:00+01:00,Germany
DE,Bayern,DEBY079,"{'lon': 12.858856, 'lat': 47.723186}",NO2,EEA Germany,µg/m³,37.4,2024-01-29T20:00:00+01:00,Germany
DE,Rheinland-Pfalz,DERP022,"{'lon': 7.866208, 'lat': 49.842135999999996}",PM2.5,EEA Germany,µg/m³,35.43714905,2024-01-29T20:00:00+01:00,Germany
DE,Rheinland-Pfalz,DERP010,"{'lon': 8.261277, 'lat': 50.000973}",PM2.5,EEA Germany,µg/m³,43.74649811,2024-01-29T20:00:00+01:00,Germany
DE,Thüringen,DETH091,"{'lon': 10.448476, 'lat': 51.205466}",PM10,EEA Germany,µg/m³,46.9066925,2024-01-29T20:00:00+01:00,Germany
DE,Thüringen,DETH091,"{'lon': 10.448476, 'lat': 51.205466}",PM2.5,EEA Germany,µg/m³,35.96561432,2024-01-29T20:00:00+01:00,Germany
DE,Bayern,DEBY028,"{'lon': 11.879245, 'lat': 48.909518}",PM2.5,EEA Germany,µg/m³,39.45,2023-12-31T22:00:00+01:00,Germany
DE,Sachsen-Anhalt,DEST039,"{'lon': 10.618275, 'lat': 51.798629}",NO2,EEA Germany,µg/m³,2.19965,2023-10-08T19:00:00+02:00,Germany
DE,,DEBY021,"{'lon': 11.428766, 'lat': 48.769444}",NO2,EEA Germany,µg/m³,7.35,2022-07-01T02:00:00+02:00,Germany
DE,,DEST091,"{'lon': 12.244764, 'lat': 51.840576}",PM10,EEA Germany,µg/m³,12.13,2019-12-30T01:00:00+01:00,Germany
DE,Naila,Naila/Selbitzer Berg,"{'lon': 11.721605000180656, 'lat': 50.32324499991665}",O3,eea,µg/m³,73.04,2024-09-15T00:00:00+02:00,Germany
DE,Berlin,Berlin Schildhornstraße,"{'lon': 13.318250000381644, 'lat': 52.463610999810946}",NO2,eea,µg/m³,11.45,2024-09-15T00:00:00+02:00,Germany
DE,Berlin,Berlin Leipziger Straße (MC),"{'lon': 13.382376999608192, 'lat': 52.50981299973173}",NO2,eea,µg/m³,11.98,2024-09-15T00:00:00+02:00,Germany
DE,Eisenhüttenstadt,Eisenhüttenstadt,"{'lon': 14.63816600029276, 'lat': 52.14626399984409}",NO2,eea,µg/m³,5.0,2024-09-15T00:00:00+02:00,Germany
DE,Eisenhüttenstadt,Eisenhüttenstadt,"{'lon': 14.63816600029276, 'lat': 52.14626399984409}",SO2,eea,µg/m³,3.0,2024-09-15T00:00:00+02:00,Germany
DE,Saal a.d. Donau,Saal a.d. Donau/Regensburger Straße,"{'lon': 11.948795000060965, 'lat': 48.90422800022632}",NO2,eea,µg/m³,7.52,2024-09-15T00:00:00+02:00,Germany
DE,Reutlingen,Reutlingen,"{'lon': 9.207320000262994, 'lat': 48.48888699999112}",PM2.5,eea,µg/m³,4.0,2024-09-14T23:00:00+02:00,Germany
DE,Reutlingen,Reutlingen,"{'lon': 9.207320000262994, 'lat': 48.48888699999112}",PM10,eea,µg/m³,6.4,2024-09-15T00:00:00+02:00,Germany
DE,Mannheim,Mannheim-Nord,"{'lon': 8.465280999622944, 'lat': 49.54407799985856}",NO2,eea,µg/m³,8.334,2024-09-15T00:00:00+02:00,Germany
DE,Marburg,Marburg,"{'lon': 8.769324000168588, 'lat': 50.80425800025959}",PM2.5,eea,µg/m³,4.94315,2024-09-15T00:00:00+02:00,Germany
DE,Kassel,Kassel Fünffensterstraße,"{'lon': 9.491120000378599, 'lat': 51.312076000141765}",NO,eea,µg/m³,22.37676239,2024-03-11T12:00:00+01:00,Germany
DE,Regensburg,Regensburg/Rathaus,"{'lon': 12.101556999588793, 'lat': 49.015244999780634}",PM10,eea,µg/m³,7.47,2024-09-15T00:00:00+02:00,Germany
DE,Oberaudorf,Oberaudorf/Inntal-Autobahn,"{'lon': 12.188323999969139, 'lat': 47.64845899985504}",NO,eea,µg/m³,7.44,2024-03-11T12:00:00+01:00,Germany
DE,Bremen,Bremen-Mitte,"{'lon': 8.815779999591038, 'lat': 53.07715100001935}",CO,eea,µg/m³,390.0,2024-03-11T12:00:00+01:00,Germany
DE,Frankfurt (Oder),"Frankfurt (Oder), Leipziger Str.","{'lon': 14.538594999554137, 'lat': 52.33733599981624}",NO2,eea,µg/m³,8.0,2024-09-15T00:00:00+02:00,Germany
DE,Sulzbach-Rosenberg,Sulzbach-Rosenberg/Lohe,"{'lon': 11.786340999677659, 'lat': 49.48798300000837}",PM10,eea,µg/m³,9.11,2024-09-15T00:00:00+02:00,Germany
DE,Berlin,Berlin Friedrichshagen,"{'lon': 13.647049999727415, 'lat': 52.4476970001466}",PM2.5,eea,µg/m³,4.48,2024-09-15T00:00:00+02:00,Germany
DE,München,München/Johanneskirchen,"{'lon': 11.648036000343883, 'lat': 48.1731939997464}",NO,eea,µg/m³,1.8800000000000001,2024-03-11T12:00:00+01:00,Germany
DE,Schwäbisch Hall,Schwäbisch Hall,"{'lon': 9.733231000060142, 'lat': 49.10787800029262}",PM10,eea,µg/m³,6.8,2024-09-14T23:00:00+02:00,Germany
DE,Wolfsburg,Wolfsburg,"{'lon': 10.81637999976151, 'lat': 52.440809999814}",O3,eea,µg/m³,56.5421,2024-09-14T23:00:00+02:00,Germany
DE,Wolfsburg,Wolfsburg,"{'lon': 10.81637999976151, 'lat': 52.440809999814}",NO2,eea,µg/m³,10.366,2024-09-14T23:00:00+02:00,Germany
DE,Rostock,Rostock-Warnemünde,"{'lon': 12.080002999629743, 'lat': 54.171329999740905}",O3,eea,µg/m³,76.25,2024-09-14T23:00:00+02:00,Germany
DE,Augsburg,Augsburg/Königsplatz,"{'lon': 10.895029000377754, 'lat': 48.36458899979343}",NO,eea,µg/m³,5.26,2024-03-11T12:00:00+01:00,Germany
DE,Fulda,Fulda Zentral,"{'lon': 9.680166999695915, 'lat': 50.546384000157445}",O3,eea,µg/m³,58.9805832,2024-09-14T23:00:00+02:00,Germany
DE,Bad Belzig,Lütte (Belzig),"{'lon': 12.56138899967456, 'lat': 52.194224999787046}",O3,eea,µg/m³,78.0,2024-09-14T23:00:00+02:00,Germany
DE,Hamburg,Hamburg Veddel,"{'lon': 10.02122700032515, 'lat': 53.5232619999062}",PM2.5,eea,µg/m³,4.328,2024-09-14T23:00:00+02:00,Germany
DE,Erfurt,Erfurt Krämpferstr.,"{'lon': 11.037924000046234, 'lat': 50.979454999905165}",SO2,eea,µg/m³,0.7989600000000001,2024-09-14T23:00:00+02:00,Germany
DE,Erfurt,Erfurt Krämpferstr.,"{'lon': 11.037924000046234, 'lat': 50.979454999905165}",PM10,eea,µg/m³,8.370615,2024-09-14T23:00:00+02:00,Germany
DE,Erfurt,Erfurt Bergstr.,"{'lon': 11.019352999718544, 'lat': 50.984874000080886}",PM2.5,eea,µg/m³,3.724176,2024-09-14T23:00:00+02:00,Germany
DE,Soest,Soest-Ost,"{'lon': 8.148022999713607, 'lat': 51.570675000044034}",O3,eea,µg/m³,50.715,2024-09-14T23:00:00+02:00,Germany
DE,Mönchengladbach,Mönchengladbach Friedrich-Ebert-Straße,"{'lon': 6.439944999670424, 'lat': 51.1694340000641}",PM10,eea,µg/m³,14.263,2024-09-14T23:00:00+02:00,Germany
DE,Bad Kreuznach,Bad Kreuznach-Bosenheimer Straße,"{'lon': 7.866221999938502, 'lat': 49.841220999734944}",SO2,eea,µg/m³,1.000125,2024-09-14T23:00:00+02:00,Germany
DE,Göhlen,Göhlen,"{'lon': 11.373299999648415, 'lat': 53.30740000010482}",PM2.5,eea,µg/m³,5.16,2024-09-14T23:00:00+02:00,Germany
DE,Wolfsburg,Wolfsburg Heßlinger Straße,"{'lon': 10.79368299960462, 'lat': 52.42788600017582}",NO2,eea,µg/m³,20.5261,2024-09-14T23:00:00+02:00,Germany
DE,Wolfsburg,Wolfsburg Heßlinger Straße,"{'lon': 10.79368299960462, 'lat': 52.42788600017582}",CO,eea,µg/m³,396.23900000000003,2024-03-11T12:00:00+01:00,Germany
DE,Wolfsburg,Wolfsburg Heßlinger Straße,"{'lon': 10.79368299960462, 'lat': 52.42788600017582}",PM10,eea,µg/m³,9.63856,2024-09-14T23:00:00+02:00,Germany
DE,Mainz,Mainz-Zitadelle,"{'lon': 8.27397899987209, 'lat': 49.99501599971253}",CO,eea,µg/m³,146.22751,2023-01-28T01:00:00+01:00,Germany
DE,Essen,Essen-Vogelheim,"{'lon': 6.980991000427368, 'lat': 51.496540000034884}",NO2,eea,µg/m³,32.664,2024-09-14T23:00:00+02:00,Germany
DE,Neu Zauche,Spreewald,"{'lon': 14.056899999712835, 'lat': 51.897489999993944}",SO2,eea,µg/m³,2.0,2024-09-14T23:00:00+02:00,Germany
DE,Braunschweig,Braunschweig,"{'lon': 10.473640000430636, 'lat': 52.226939999818}",NO2,eea,µg/m³,5.64513,2024-09-14T23:00:00+02:00,Germany
DE,Tauberbischofsheim,Tauberbischofsheim,"{'lon': 9.657918999975907, 'lat': 49.63484099991293}",NO2,eea,µg/m³,18.24,2024-09-14T23:00:00+02:00,Germany
DE,Bremen,Bremen-Oslebshausen,"{'lon': 8.735062000110728, 'lat': 53.131717000041526}",SO2,eea,µg/m³,0.6900000000000001,2024-09-14T23:00:00+02:00,Germany
DE,Duisburg,Duisburg Kardinal-Galen-Straße,"{'lon': 6.771867000361364, 'lat': 51.43768599990091}",NO2,eea,µg/m³,62.56,2024-09-14T23:00:00+02:00,Germany
DE,Erfurt,Erfurt Bautzener Weg,"{'lon': 11.056578000214598, 'lat': 50.993127000269205}",PM10,eea,µg/m³,7.816831,2024-09-14T23:00:00+02:00,Germany
DE,Gera,Gera Friedericistr.,"{'lon': 12.074900000182367, 'lat': 50.87792300026292}",NO2,eea,µg/m³,8.544351,2024-09-14T23:00:00+02:00,Germany
DE,Hamburg,Hamburg Sternschanze,"{'lon': 9.967881999753526, 'lat': 53.564140000083924}",O3,eea,µg/m³,37.904,2024-09-14T23:00:00+02:00,Germany
DE,Leverkusen,Leverkusen Gustav-Heinemann-Straße,"{'lon': 7.010934000312177, 'lat': 51.03147299999885}",PM2.5,eea,µg/m³,8.03,2024-09-14T23:00:00+02:00,Germany
DE,Rostock,Rostock Am Strande,"{'lon': 12.141994000045068, 'lat': 54.092278000002835}",PM2.5,eea,µg/m³,2.95,2024-09-14T23:00:00+02:00,Germany
DE,Offenbach am Main,Offenbach Untere Grenzstraße,"{'lon': 8.78489199987511, 'lat': 50.101494000183585}",CO,eea,µg/m³,148.99954,2023-02-02T01:00:00+01:00,Germany
DE,Freiburg im Breisgau,Freiburg Schwarzwaldstraße,"{'lon': 7.8599200002167935, 'lat': 47.988200000014785}",PM2.5,eea,µg/m³,5.0,2024-09-14T23:00:00+02:00,Germany
DE,Magdeburg,Magdeburg/Guericke-Stra.,"{'lon': 11.631918999743045, 'lat': 52.13174199987966}",PM2.5,eea,µg/m³,5.549183,2024-09-14T23:00:00+02:00,Germany
DE,Stuttgart,Stuttgart Arnulf-Klett-Platz,"{'lon': 9.180719999859662, 'lat': 48.78313000019777}",NO,eea,µg/m³,20.0,2024-03-11T12:00:00+01:00,Germany
DE,Neubrandenburg,Neubrandenburg Woldegker Straße,"{'lon': 13.267900000035263, 'lat': 53.55879999973649}",CO,eea,µg/m³,330.0,2024-03-11T12:00:00+01:00,Germany
DE,Neubrandenburg,Neubrandenburg Woldegker Straße,"{'lon': 13.267900000035263, 'lat': 53.55879999973649}",PM2.5,eea,µg/m³,3.42,2024-09-14T23:00:00+02:00,Germany
DE,Dillingen/ Saar,Dillingen City,"{'lon': 6.733539999675355, 'lat': 49.35786099983064}",PM10,eea,µg/m³,10.53,2024-09-14T23:00:00+02:00,Germany
DE,CARLING,Ecole de Carling(9),"{'lon': 6.716885999672401, 'lat': 49.16572599977538}",NO,eea,µg/m³,0.1,2024-03-09T20:00:00+01:00,Germany
DE,CARLING,Ecole de Carling(9),"{'lon': 6.716885999672401, 'lat': 49.16572599977538}",PM10,eea,µg/m³,94.1,2024-09-04T01:00:00+02:00,Germany
DE,Bernau bei Berlin,"Bernau, Lohmühlenstr.","{'lon': 13.582269000024569, 'lat': 52.67765099979423}",NO,eea,µg/m³,20.0,2024-03-11T12:00:00+01:00,Germany
DE,Salzgitter,Salzgitter-Drütte,"{'lon': 10.455910000176996, 'lat': 52.15368999993855}",CO,eea,µg/m³,167.731,2024-03-11T12:00:00+01:00,Germany
DE,Wernigerode,Wernigerode/Bahnhof,"{'lon': 10.790142999581336, 'lat': 51.83938200026512}",NO,eea,µg/m³,1.68192,2024-03-11T12:00:00+01:00,Germany
DE,Karlsruhe,Karlsruhe-Nordwest,"{'lon': 8.355627999838132, 'lat': 49.02859400001384}",NO,eea,µg/m³,2.1,2024-03-11T12:00:00+01:00,Germany
DE,Göhlen,Göhlen,"{'lon': 11.362964999983921, 'lat': 53.302352000134725}",PM10,eea,µg/m³,17.76,2024-05-31T13:00:00+02:00,Germany
DE,Manfred Lotz,NET.DE_BB,"{'lon': 12.548376, 'lat': 52.40930899999999}",PM2.5,EEA Germany,µg/m³,41.0,2024-03-04T10:00:00+01:00,Germany
DE,Rheinland-Pfalz,DERP003,"{'lon': 8.425833, 'lat': 49.455378}",NO,EEA Germany,µg/m³,167.82104492,2024-01-29T20:00:00+01:00,Germany
DE,Rheinland-Pfalz,DERP010,"{'lon': 8.261277, 'lat': 50.000973}",PM10,EEA Germany,µg/m³,55.92849731,2024-01-29T20:00:00+01:00,Germany
DE,Thüringen,DETH093,"{'lon': 11.3204, 'lat': 50.982544}",O3,EEA Germany,µg/m³,1.99530005,2024-01-29T20:00:00+01:00,Germany
DE,Hamburg,DEHH016,"{'lon': 10.081685, 'lat': 53.52902}",NO,EEA Germany,µg/m³,10.592,2024-01-17T13:00:00+01:00,Germany
DE,,DESN076,"{'lon': 13.009406, 'lat': 51.303772}",NO2,EEA Germany,µg/m³,5.074,2021-12-31T01:00:00+01:00,Germany
DE,,DEBE064,"{'lon': 13.433966999999999, 'lat': 52.481709}",PM10,EEA Germany,µg/m³,30.0,2021-07-05T03:00:00+02:00,Germany
DE,,Holzen,"{'lon': 12.7276085, 'lat': 48.1574391}",PM10,airgradient,µg/m³,5.041666666666667,2024-09-15T10:00:00+02:00,Germany
DE,,"Oesterweg, Ländlicher Raum / Rural","{'lon': 8.206561800207691, 'lat': 52.023192310812405}",RELATIVEHUMIDITY,airgradient,%,67.36249987284343,2024-09-15T10:00:00+02:00,Germany
DE,Nürnberg,Nürnberg/Muggenhof,"{'lon': 11.02480000002082, 'lat': 49.46222900020697}",NO,eea,µg/m³,3.69,2024-03-11T12:00:00+01:00,Germany
DE,Bayreuth,Bayreuth/Hohenzollernring,"{'lon': 11.570088000059602, 'lat': 49.94363700020684}",PM10,eea,µg/m³,12.97,2024-09-15T00:00:00+02:00,Germany
DE,Gersfeld (Rhön),Wasserkuppe,"{'lon': 9.935861999710413, 'lat': 50.49771100020172}",SO2,eea,µg/m³,0.7988949999999999,2024-09-15T00:00:00+02:00,Germany
DE,Wildau,Wildau,"{'lon': 13.621246000090599, 'lat': 52.32403299995438}",O3,eea,µg/m³,73.0,2024-09-14T23:00:00+02:00,Germany
DE,Heilbronn,Heilbronn,"{'lon': 9.224786000027677, 'lat': 49.16550799980083}",NO2,eea,µg/m³,32.677,2024-09-15T00:00:00+02:00,Germany
DE,Heilbronn,Heilbronn,"{'lon': 9.224786000027677, 'lat': 49.16550799980083}",NO,eea,µg/m³,2.5,2024-03-11T12:00:00+01:00,Germany
DE,Zierenberg,Zierenberg,"{'lon': 9.271233000127614, 'lat': 51.360755000185144}",PM10,eea,µg/m³,3.636349,2024-09-15T00:00:00+02:00,Germany
DE,Zierenberg,Zierenberg,"{'lon': 9.271233000127614, 'lat': 51.360755000185144}",NO2,eea,µg/m³,3.723431,2024-09-15T00:00:00+02:00,Germany
DE,Zierenberg,Zierenberg,"{'lon': 9.271233000127614, 'lat': 51.360755000185144}",NO,eea,µg/m³,0.3742142,2024-03-11T12:00:00+01:00,Germany
DE,Berlin,Berlin Silbersteinstraße 5,"{'lon': 13.441209999591656, 'lat': 52.46747000023927}",PM2.5,eea,µg/m³,5.76,2024-09-15T00:00:00+02:00,Germany
DE,Reutlingen,Reutlingen,"{'lon': 9.207320000262994, 'lat': 48.48888699999112}",O3,eea,µg/m³,46.575,2024-09-15T00:00:00+02:00,Germany
DE,Kehl,Kehl,"{'lon': 7.802316999571487, 'lat': 48.578177999862866}",O3,eea,µg/m³,45.487,2024-09-15T00:00:00+02:00,Germany
DE,Edertal,Kellerwald,"{'lon': 9.031754000448155, 'lat': 51.15484299972151}",NO,eea,µg/m³,0.3742142,2024-03-11T12:00:00+01:00,Germany
DE,Schweinfurt,Schweinfurt/Obertor,"{'lon': 10.232076000196951, 'lat': 50.048397000249594}",NO,eea,µg/m³,5.69,2024-03-11T12:00:00+01:00,Germany
DE,Wilhelmshaven,Jadebusen,"{'lon': 8.090589999845928, 'lat': 53.59616999976438}",NO2,eea,µg/m³,10.4544,2024-09-15T00:00:00+02:00,Germany
DE,Fürth,Fürth/Odenwald,"{'lon': 8.81725099985194, 'lat': 49.65346499992609}",O3,eea,µg/m³,58.22167,2024-09-15T00:00:00+02:00,Germany
DE,Berlin,Berlin Frankfurter Allee,"{'lon': 13.469930999635912, 'lat': 52.51407199975142}",CO,eea,µg/m³,350.0,2024-03-11T12:00:00+01:00,Germany
DE,Berlin,Berlin Grunewald (3.5 m),"{'lon': 13.225143999571348, 'lat': 52.473191999901395}",PM10,eea,µg/m³,6.33,2024-09-15T00:00:00+02:00,Germany
DE,Neustadt a.d. Donau,Neustadt a.d. Donau/Eining,"{'lon': 11.777817999857602, 'lat': 48.85321099974865}",PM2.5,eea,µg/m³,3.75,2024-09-15T00:00:00+02:00,Germany
DE,Limburg a.d. Lahn,Limburg,"{'lon': 8.060997999590397, 'lat': 50.383216999965896}",PM10,eea,µg/m³,7.20895,2024-09-15T00:00:00+02:00,Germany
DE,Berlin,Berlin Mitte,"{'lon': 13.41883300000022, 'lat': 52.51360600001067}",PM2.5,eea,µg/m³,4.87,2024-09-15T00:00:00+02:00,Germany
DE,Augsburg,Augsburg/LfU,"{'lon': 10.90305099988239, 'lat': 48.32601300022512}",PM10,eea,µg/m³,4.8,2024-09-15T00:00:00+02:00,Germany
DE,Augsburg,Augsburg/LfU,"{'lon': 10.90305099988239, 'lat': 48.32601300022512}",NO,eea,µg/m³,0.86,2024-03-11T12:00:00+01:00,Germany
DE,Nürnberg,Nürnberg/Von-der-Tann-Straße,"{'lon': 11.036096000308271, 'lat': 49.44047800021958}",PM10,eea,µg/m³,9.13,2024-09-15T00:00:00+02:00,Germany
DE,Wiesloch,Wiesloch,"{'lon': 8.700102999918865, 'lat': 49.30073100027894}",NO2,eea,µg/m³,20.758,2024-09-15T00:00:00+02:00,Germany
DE,Netphen,Netphen Rothaargebirge,"{'lon': 8.191907000306745, 'lat': 50.93032899999905}",PM2.5,eea,µg/m³,1.846,2024-09-14T23:00:00+02:00,Germany
DE,Rostock,Rostock-Warnemünde,"{'lon': 12.080002999629743, 'lat': 54.171329999740905}",SO2,eea,µg/m³,1.77,2024-09-14T23:00:00+02:00,Germany
DE,Leverkusen,Leverkusen-Manfort,"{'lon': 7.004975999648738, 'lat': 51.028931000106084}",NO,eea,µg/m³,0.763,2024-03-11T12:00:00+01:00,Germany
DE,Weimar,Weimar Steubenstr.,"{'lon': 11.326070000099067, 'lat': 50.97746200017343}",NO,eea,µg/m³,5.10342503,2024-03-11T11:00:00+01:00,Germany
DE,Jork,Altes Land,"{'lon': 9.685029999842092, 'lat': 53.52417999973529}",O3,eea,µg/m³,46.4201,2024-09-14T23:00:00+02:00,Germany
DE,Neuhaus am Rennweg,Neuhaus,"{'lon': 11.13459300044603, 'lat': 50.499954999821746}",NO,eea,µg/m³,1.24740005,2024-03-11T12:00:00+01:00,Germany
DE,Köln,Köln-Rodenkirchen,"{'lon': 6.985073999700551, 'lat': 50.8898710000666}",NO,eea,µg/m³,0.383,2024-03-11T12:00:00+01:00,Germany
DE,Wiesbaden,Wiesbaden Schiersteiner Straße,"{'lon': 8.228864999940791, 'lat': 50.07211900026763}",NO,eea,µg/m³,49.44657898,2024-03-11T12:00:00+01:00,Germany
DE,Mainz,Mainz-Zitadelle,"{'lon': 8.27397899987209, 'lat': 49.99501599971253}",PM2.5,eea,µg/m³,5.6899,2024-09-14T23:00:00+02:00,Germany
DE,Sylt,Westerland,"{'lon': 8.308019999997011, 'lat': 54.92312499985301}",NO2,eea,µg/m³,0.39,2024-09-14T23:00:00+02:00,Germany
DE,Rostock,Rostock-Holbeinplatz,"{'lon': 12.099553000123738, 'lat': 54.09262000023075}",NO2,eea,µg/m³,8.51,2024-09-14T23:00:00+02:00,Germany
DE,Essen,Essen-Vogelheim,"{'lon': 6.980991000427368, 'lat': 51.496540000034884}",PM10,eea,µg/m³,8.132,2024-09-14T23:00:00+02:00,Germany
DE,Essen,Essen-Vogelheim,"{'lon': 6.980991000427368, 'lat': 51.496540000034884}",PM2.5,eea,µg/m³,5.459,2024-09-14T23:00:00+02:00,Germany
DE,Köln,Köln Clevischer Ring,"{'lon': 7.004604999927973, 'lat': 50.962838000069745}",PM10,eea,µg/m³,12.528,2024-09-14T23:00:00+02:00,Germany
DE,Suhl,Suhl F.-König-Str,"{'lon': 10.693091999590123, 'lat': 50.611530000249815}",PM10,eea,µg/m³,7.294243,2024-09-14T23:00:00+02:00,Germany
DE,Gärtringen,Gärtringen,"{'lon': 8.904441999656497, 'lat': 48.645607999902985}",PM10,eea,µg/m³,7.3,2024-09-14T23:00:00+02:00,Germany
DE,Limburg a.d.,Limburg Schiede,"{'lon': 8.059908999819234, 'lat': 50.38642599999855}",NO2,eea,µg/m³,41.78041,2024-09-14T23:00:00+02:00,Germany
DE,Duisburg,Duisburg Kardinal-Galen-Straße,"{'lon': 6.771867000361364, 'lat': 51.43768599990091}",PM10,eea,µg/m³,13.629,2024-09-14T23:00:00+02:00,Germany
DE,Lüchow (Wendland),Wendland,"{'lon': 11.167050000332148, 'lat': 52.95702000014614}",O3,eea,µg/m³,46.8642,2024-09-14T23:00:00+02:00,Germany
DE,Lüchow (Wendland),Wendland,"{'lon': 11.167050000332148, 'lat': 52.95702000014614}",PM10,eea,µg/m³,8.86505,2024-09-14T23:00:00+02:00,Germany
DE,Bremen,Bremen-Ost,"{'lon': 8.91696599963229, 'lat': 53.06004500001842}",O3,eea,µg/m³,49.68,2024-09-14T23:00:00+02:00,Germany
DE,Görlitz,Görlitz,"{'lon': 14.973957999821549, 'lat': 51.15580100011056}",PM2.5,eea,µg/m³,2.0,2024-09-14T23:00:00+02:00,Germany
DE,Weißenfels,Weißenfels/Am Krug,"{'lon': 11.960960000011557, 'lat': 51.19724899989497}",PM2.5,eea,µg/m³,4.521835,2024-09-14T23:00:00+02:00,Germany
DE,Sonnenbühl,Schwäbische Alb,"{'lon': 9.207639000105223, 'lat': 48.34577799977753}",SO2,eea,µg/m³,1.0,2017-01-06T10:00:00+01:00,Germany
DE,Gera,Gera Friedericistr.,"{'lon': 12.074900000182367, 'lat': 50.87792300026292}",O3,eea,µg/m³,65.58142,2024-09-14T23:00:00+02:00,Germany
DE,Marburg,Marburg Universitätsstraße,"{'lon': 8.770508000374308, 'lat': 50.807167000281055}",PM10,eea,µg/m³,7.399899,2024-09-14T23:00:00+02:00,Germany
DE,Kaiserslautern,Kaiserslautern-Rathausplatz,"{'lon': 7.767299999653306, 'lat': 49.44599999971896}",NO,eea,µg/m³,3.60884905,2024-03-11T12:00:00+01:00,Germany
DE,Lüneburg,Lüneburger Heide,"{'lon': 10.456500000180874, 'lat': 53.24695999976129}",O3,eea,µg/m³,50.2493019,2024-09-14T23:00:00+02:00,Germany
DE,Bösel,Südoldenburg,"{'lon': 7.942570000090452, 'lat': 52.99795999990344}",PM2.5,eea,µg/m³,2.96437,2024-09-14T23:00:00+02:00,Germany
DE,Bösel,Südoldenburg,"{'lon': 7.942570000090452, 'lat': 52.99795999990344}",NO2,eea,µg/m³,11.4416,2024-09-14T23:00:00+02:00,Germany
DE,Offenbach am Main,Offenbach Untere Grenzstraße,"{'lon': 8.78489199987511, 'lat': 50.101494000183585}",NO2,eea,µg/m³,26.3520966,2024-09-14T23:00:00+02:00,Germany
DE,Hamburg,Hamburg Stresemannstraße,"{'lon': 9.95723599974441, 'lat': 53.56063199988809}",PM10,eea,µg/m³,16.6,2024-09-14T23:00:00+02:00,Germany
DE,Solingen,Solingen-Wald,"{'lon': 7.052572999619206, 'lat': 51.18378200025224}",O3,eea,µg/m³,7.906,2024-09-14T23:00:00+02:00,Germany
DE,Ansbach,Ansbach/Residenzstraße,"{'lon': 10.572297000401964, 'lat': 49.304889000254796}",CO,eea,µg/m³,210.0,2024-03-11T12:00:00+01:00,Germany
DE,Duisburg,Duisburg-Bruckhausen,"{'lon': 6.735431000060821, 'lat': 51.48549199998248}",SO2,eea,µg/m³,14.847,2024-09-14T23:00:00+02:00,Germany
DE,Schwerte,Schwerte,"{'lon': 7.582246999920713, 'lat': 51.448797000208216}",NO2,eea,µg/m³,40.389,2024-09-14T23:00:00+02:00,Germany
DE,Dillingen/ Saar,Dillingen City,"{'lon': 6.733539999675355, 'lat': 49.35786099983064}",CO,eea,µg/m³,340.0,2024-03-11T12:00:00+01:00,Germany
DE,Kiel,Kiel-Theodor-Heuss-Ring,"{'lon': 10.122363999962596, 'lat': 54.30424199985081}",NO2,eea,µg/m³,47.13,2024-09-14T23:00:00+02:00,Germany
DE,Quitzdorf am See,Niesky,"{'lon': 14.74973100037943, 'lat': 51.28535599994249}",NO2,eea,µg/m³,2.821,2024-09-14T23:00:00+02:00,Germany
DE,Raunheim,Raunheim,"{'lon': 8.451527000308992, 'lat': 50.01032500012303}",O3,eea,µg/m³,55.8186646,2024-09-14T23:00:00+02:00,Germany
DE,Salzgitter,Salzgitter-Drütte,"{'lon': 10.455910000176996, 'lat': 52.15368999993855}",PM10,eea,µg/m³,6.9972,2024-09-14T23:00:00+02:00,Germany
DE,Salzgitter,Salzgitter-Drütte,"{'lon': 10.455910000176996, 'lat': 52.15368999993855}",NO2,eea,µg/m³,6.97518,2024-09-14T23:00:00+02:00,Germany
DE,Sondershausen,Possen,"{'lon': 10.867187999867292, 'lat': 51.33333299978216}",PM10,eea,µg/m³,5.196538,2024-09-14T23:00:00+02:00,Germany
DE,Trier,Trier-Pfalzel,"{'lon': 6.690257999679976, 'lat': 49.784022999753006}",NO2,eea,µg/m³,10.4949722,2024-09-13T08:00:00+02:00,Germany
DE,Gondenbrett,Westeifel Wascheid,"{'lon': 6.378081000375019, 'lat': 50.26654699992499}",O3,eea,µg/m³,36.57144,2024-09-13T08:00:00+02:00,Germany
DE,Garmisch-Partenkirchen,Zugspitze Schneefernerhaus,"{'lon': 10.980656999859908, 'lat': 47.414436000061414}",NO,eea,µg/m³,-0.12,2024-03-11T11:00:00+01:00,Germany
DE,Garmisch-Partenkirchen,Zugspitze Schneefernerhaus,"{'lon': 10.980656999859908, 'lat': 47.414436000061414}",PM10,eea,µg/m³,0.8300000000000001,2024-09-13T08:00:00+02:00,Germany
DE,Sylt,Westerland,"{'lon': 8.308208000317988, 'lat': 54.924966999767136}",PM10,eea,µg/m³,6.48,2024-07-30T13:00:00+02:00,Germany
DE,Sylt,Westerland,"{'lon': 8.308208000317988, 'lat': 54.924966999767136}",O3,eea,µg/m³,79.05,2024-07-30T13:00:00+02:00,Germany
