country,city,location,coordinates,measurements_parameter,measurements_sourcename,measurements_unit,measurements_value,measurements_lastupdated,country_name_en
DE,Mühlhausen/Thüringen,Mühlhausen Bastmarkt,"{'lon': 10.450996999802104, 'lat': 51.20794399994539}",O3,eea,µg/m³,66.8534241,2024-09-14T23:00:00+02:00,Germany
DE,Wolfsburg,Wolfsburg,"{'lon': 10.81637999976151, 'lat': 52.440809999814}",NO,eea,µg/m³,2.21368,2024-03-11T12:00:00+01:00,Germany
DE,Bremen,Bremen-Nord,"{'lon': 8.625456000181583, 'lat': 53.1809460001178}",NO,eea,µg/m³,6.11,2024-03-11T12:00:00+01:00,Germany
DE,Mannheim,Mannheim Friedrichsring,"{'lon': 8.47204000017746, 'lat': 49.49255999978599}",CO,eea,µg/m³,300.0,2024-03-11T12:00:00+01:00,Germany
DE,Hattingen,Hattingen-Blankenstein,"{'lon': 7.20854600018066, 'lat': 51.4030070001994}",PM10,eea,µg/m³,7.919,2024-09-14T23:00:00+02:00,Germany
DE,Fulda,Fulda Zentral,"{'lon': 9.680166999695915, 'lat': 50.546384000157445}",PM2.5,eea,µg/m³,3.2818,2024-09-14T23:00:00+02:00,Germany
DE,Heppenheim,Heppenheim Lehrstraße,"{'lon': 8.641999999681365, 'lat': 49.643238000255906}",NO2,eea,µg/m³,17.82271,2024-09-14T23:00:00+02:00,Germany
DE,Rothenklempenow,Löcknitz,"{'lon': 14.257407000247449, 'lat': 53.52045599996418}",SO2,eea,µg/m³,0.84,2024-09-14T23:00:00+02:00,Germany
DE,Bremerhaven,Bremerhaven-Hansastraße,"{'lon': 8.56940499998803, 'lat': 53.562454999734335}",SO2,eea,µg/m³,0.08,2024-09-14T23:00:00+02:00,Germany
DE,Aschersleben,Aschersleben,"{'lon': 11.449471000248362, 'lat': 51.75951600019696}",NO2,eea,µg/m³,2.68517,2024-09-14T23:00:00+02:00,Germany
DE,Magdeburg,Magdeburg/West,"{'lon': 11.611463999600902, 'lat': 52.127898999912006}",SO2,eea,µg/m³,1.24,2020-12-30T03:00:00+01:00,Germany
DE,Köln,Köln-Chorweiler,"{'lon': 6.884571000447916, 'lat': 51.019338000233795}",PM10,eea,µg/m³,5.174,2024-09-14T23:00:00+02:00,Germany
DE,Hamburg,Hamburg Veddel,"{'lon': 10.02122700032515, 'lat': 53.5232619999062}",SO2,eea,µg/m³,2.5,2024-09-14T23:00:00+02:00,Germany
DE,Essen,Essen Gladbecker Straße,"{'lon': 7.005276000122707, 'lat': 51.477898999857445}",PM10,eea,µg/m³,26.607,2024-09-14T23:00:00+02:00,Germany
DE,Garz/Rügen,Garz,"{'lon': 13.34213800041695, 'lat': 54.32351400009876}",NO,eea,µg/m³,0.31,2024-03-11T12:00:00+01:00,Germany
DE,Kassel,Kassel Mitte,"{'lon': 9.48339699972639, 'lat': 51.31424800024892}",NO,eea,µg/m³,2.43740654,2024-03-11T12:00:00+01:00,Germany
DE,Göhlen,Göhlen,"{'lon': 11.373299999648415, 'lat': 53.30740000010482}",NO2,eea,µg/m³,4.04,2024-09-14T23:00:00+02:00,Germany
DE,Halle (Saale),Halle/Riebeckplatz,"{'lon': 11.983849999613978, 'lat': 51.475778000114396}",O3,eea,µg/m³,68.93585,2024-09-14T23:00:00+02:00,Germany
DE,Karlsruhe,Karlsruhe Reinhold-Frank-Straße,"{'lon': 8.387190000121846, 'lat': 49.00795999995233}",PM10,eea,µg/m³,8.2,2024-09-14T23:00:00+02:00,Germany
DE,Netzschkau,Brockau,"{'lon': 12.211112000362629, 'lat': 50.60813599993195}",NO2,eea,µg/m³,4.352,2024-09-14T23:00:00+02:00,Germany
DE,Mainz,Mainz-Zitadelle,"{'lon': 8.27397899987209, 'lat': 49.99501599971253}",SO2,eea,µg/m³,1.000125,2024-06-14T09:00:00+02:00,Germany
DE,Hannes Brauer,Dallgow-Döberitz,"{'lon': 13.048779000413571, 'lat': 52.53950400015818}",PM2.5,eea,µg/m³,3.0,2024-09-14T23:00:00+02:00,Germany
DE,Neuhausen/Erzgeb.,Schwartenberg,"{'lon': 13.465078000433792, 'lat': 50.65909699985262}",PM10,eea,µg/m³,5.645,2024-09-14T23:00:00+02:00,Germany
DE,Frankenthal (Pfalz),Frankenthal-Europaring,"{'lon': 8.355299999775074, 'lat': 49.53330000015415}",NO2,eea,µg/m³,13.9605312,2024-09-14T23:00:00+02:00,Germany
DE,Merzalben,Pfälzerwald-Hortenkopf,"{'lon': 7.826407000171473, 'lat': 49.270263000006146}",NO2,eea,µg/m³,4.274109,2024-09-14T23:00:00+02:00,Germany
DE,Merzalben,Pfälzerwald-Hortenkopf,"{'lon': 7.826407000171473, 'lat': 49.270263000006146}",O3,eea,µg/m³,64.31525,2024-09-14T23:00:00+02:00,Germany
DE,Lauenburg,Lauenburg-Murjahnstraße,"{'lon': 10.540524000231056, 'lat': 53.38233800019572}",PM2.5,eea,µg/m³,6.223,2024-09-14T23:00:00+02:00,Germany
DE,Tauberbischofsheim,Tauberbischofsheim,"{'lon': 9.657918999975907, 'lat': 49.63484099991293}",NO,eea,µg/m³,3.0,2024-03-11T12:00:00+01:00,Germany
DE,Frankfurt am Main,Frankfurt-Höchst,"{'lon': 8.542516999704608, 'lat': 50.10174999977533}",PM10,eea,µg/m³,6.57585,2024-09-14T23:00:00+02:00,Germany
DE,Hagen,Hagen Graf-von-Galen-Ring,"{'lon': 7.463549999908939, 'lat': 51.36281799989879}",PM2.5,eea,µg/m³,11.761,2024-09-14T23:00:00+02:00,Germany
DE,Kleinwallstadt,Kleinwallstadt/Hofstetter Straße,"{'lon': 9.171544000286532, 'lat': 49.86942200005782}",SO2,eea,µg/m³,3.33,2018-05-22T08:00:00+02:00,Germany
DE,Kleinwallstadt,Kleinwallstadt/Hofstetter Straße,"{'lon': 9.171544000286532, 'lat': 49.86942200005782}",PM2.5,eea,µg/m³,8.81,2024-09-14T23:00:00+02:00,Germany
DE,Gutsbezirk Kaufunger Wald,Witzenhausen/Wald,"{'lon': 9.774588000233182, 'lat': 51.2917569998811}",PM10,eea,µg/m³,3.48145,2024-09-14T23:00:00+02:00,Germany
DE,Lüchow (Wendland),Wendland,"{'lon': 11.167050000332148, 'lat': 52.95702000014614}",NO2,eea,µg/m³,6.8613100000000005,2024-09-14T23:00:00+02:00,Germany
DE,Leipzig,Leipzig-West,"{'lon': 12.297411000039515, 'lat': 51.317904999933354}",O3,eea,µg/m³,68.498,2024-09-14T23:00:00+02:00,Germany
DE,Leipzig,Leipzig-West,"{'lon': 12.297411000039515, 'lat': 51.317904999933354}",PM10,eea,µg/m³,4.531,2024-09-14T23:00:00+02:00,Germany
DE,Sonnenbühl,Schwäbische Alb,"{'lon': 9.207639000105223, 'lat': 48.34577799977753}",NO,eea,µg/m³,0.6000000000000001,2024-03-11T12:00:00+01:00,Germany
DE,Simmerath,Simmerath (Eifel),"{'lon': 6.2810079997441814, 'lat': 50.653233999948775}",NO2,eea,µg/m³,5.377,2024-09-14T23:00:00+02:00,Germany
DE,Jüchen,Jüchen-Hochneukirch,"{'lon': 6.46946300030611, 'lat': 51.09763799992601}",PM10,eea,µg/m³,7.084,2024-09-14T23:00:00+02:00,Germany
DE,Bautzen,Bautzen,"{'lon': 14.44377100040737, 'lat': 51.17566899980827}",O3,eea,µg/m³,71.941,2024-09-14T23:00:00+02:00,Germany
DE,Lüneburg,Lüneburger Heide,"{'lon': 10.456500000180874, 'lat': 53.24695999976129}",NO2,eea,µg/m³,20.055,2024-09-14T23:00:00+02:00,Germany
DE,Saarbrücken,Saarbrücken-Verkehr,"{'lon': 7.003173999850046, 'lat': 49.23073999975397}",O3,eea,µg/m³,29.82,2024-09-14T23:00:00+02:00,Germany
DE,Wörth am Rhein,Wörth-Marktplatz,"{'lon': 8.253537999973648, 'lat': 49.05228400008491}",SO2,eea,µg/m³,1.000125,2024-07-04T14:00:00+02:00,Germany
DE,Heilbronn,Heilbronn Weinsberger Straße-Ost,"{'lon': 9.225889999867457, 'lat': 49.146000000156235}",NO,eea,µg/m³,29.7,2024-03-11T12:00:00+01:00,Germany
DE,Stuttgart,Stuttgart Am Neckartor,"{'lon': 9.191010000216625, 'lat': 48.78809999993044}",PM2.5,eea,µg/m³,3.0,2024-09-14T23:00:00+02:00,Germany
DE,Bremen,Bremen-Dobben,"{'lon': 8.825172999797463, 'lat': 53.078662999970504}",CO,eea,µg/m³,370.0,2024-03-11T12:00:00+01:00,Germany
DE,Bremen,Bremen-Dobben,"{'lon': 8.825172999797463, 'lat': 53.078662999970504}",NO2,eea,µg/m³,22.59,2024-09-14T23:00:00+02:00,Germany
DE,Aachen,Aachen Wilhelmstraße,"{'lon': 6.095760000017918, 'lat': 50.7731259998019}",PM2.5,eea,µg/m³,15.095,2024-09-14T23:00:00+02:00,Germany
DE,Duisburg,Duisburg-Bruckhausen,"{'lon': 6.735431000060821, 'lat': 51.48549199998248}",PM10,eea,µg/m³,9.847,2024-09-14T23:00:00+02:00,Germany
DE,Düsseldorf,Düsseldorf-Lörick,"{'lon': 6.7323529999949, 'lat': 51.24921399987127}",NO,eea,µg/m³,5.682,2024-03-11T12:00:00+01:00,Germany
DE,Oberhausen,Oberhausen Duisburger Straße,"{'lon': 6.842516000315965, 'lat': 51.478441999734855}",NO,eea,µg/m³,57.696,2024-03-11T12:00:00+01:00,Germany
DE,Güstrow,Güstrow,"{'lon': 12.175512000113262, 'lat': 53.78175000011868}",SO2,eea,µg/m³,0.51,2024-09-14T23:00:00+02:00,Germany
DE,Lüder,Waldhof,"{'lon': 10.756128000294, 'lat': 52.80087799992979}",O3,eea,µg/m³,60.14,2024-09-14T23:00:00+02:00,Germany
DE,Eggebek,Eggebek,"{'lon': 9.36367399969264, 'lat': 54.616668999975545}",O3,eea,µg/m³,52.399,2024-09-14T23:00:00+02:00,Germany
DE,Osternienburger Land,Domäne Bobbe,"{'lon': 11.891412000422003, 'lat': 51.837305999915124}",PM2.5,eea,µg/m³,2.939645,2024-09-14T23:00:00+02:00,Germany
DE,Osternienburger Land,Domäne Bobbe,"{'lon': 11.891412000422003, 'lat': 51.837305999915124}",O3,eea,µg/m³,69.6896,2024-09-14T23:00:00+02:00,Germany
DE,Klötze,Zartau/Waldstation,"{'lon': 11.172326999856793, 'lat': 52.5931360002283}",NO2,eea,µg/m³,3.07537,2024-09-14T23:00:00+02:00,Germany
DE,Sondershausen,Possen,"{'lon': 10.867187999867292, 'lat': 51.33333299978216}",SO2,eea,µg/m³,0.7989600000000001,2024-09-14T23:00:00+02:00,Germany
DE,Potsdam,"Potsdam, Groß Glienicke","{'lon': 13.123698000137418, 'lat': 52.48416800001682}",NO,eea,µg/m³,2.0,2024-03-11T12:00:00+01:00,Germany
DE,Oberried,Schauinsland,"{'lon': 7.908035000221121, 'lat': 47.913256000093746}",NO,eea,µg/m³,0.09,2024-03-11T12:00:00+01:00,Germany
DE,Margit von Döhren,NET.DE_RP,"{'lon': 8.3649, 'lat': 49.62869999999999}",CO,EEA Germany,µg/m³,320.27698,2024-03-04T10:00:00+01:00,Germany
DE,Margit von Döhren,NET.DE_RP,"{'lon': 8.3649, 'lat': 49.62869999999999}",NO,EEA Germany,µg/m³,8.48602104,2024-03-04T10:00:00+01:00,Germany
DE,Mecklenburg-Vorpommern,DEMV028,"{'lon': 11.4769, 'lat': 53.900767}",O3,EEA Germany,µg/m³,23.9,2024-01-29T20:00:00+01:00,Germany
DE,Mecklenburg-Vorpommern,DEMV028,"{'lon': 11.4769, 'lat': 53.900767}",PM2.5,EEA Germany,µg/m³,8.18,2024-01-29T20:00:00+01:00,Germany
DE,Rheinland-Pfalz,DERP001,"{'lon': 8.402374, 'lat': 49.515052}",PM10,EEA Germany,µg/m³,34.55099869,2024-01-29T20:00:00+01:00,Germany
DE,Thüringen,DETH093,"{'lon': 11.3204, 'lat': 50.982544}",PM2.5,EEA Germany,µg/m³,22.13498688,2024-01-29T20:00:00+01:00,Germany
DE,Rheinland-Pfalz,DERP046,"{'lon': 7.460812, 'lat': 50.431398}",PM2.5,EEA Germany,µg/m³,22.6230011,2024-01-29T20:00:00+01:00,Germany
DE,Nordrhein-Westfalen,DENW079,"{'lon': 7.005063, 'lat': 51.028879}",NO,EEA Germany,µg/m³,0.425,2024-01-29T20:00:00+01:00,Germany
DE,Nordrhein-Westfalen,DENW079,"{'lon': 7.005063, 'lat': 51.028879}",PM10,EEA Germany,µg/m³,12.897,2024-01-29T20:00:00+01:00,Germany
DE,,DEBY021,"{'lon': 11.428766, 'lat': 48.769444}",CO,EEA Germany,µg/m³,150.0,2022-07-01T02:00:00+02:00,Germany
DE,,Sulzbach,"{'lon': 7.061679, 'lat': 49.299372999999996}",O3,EEA Germany,µg/m³,56.97,2017-03-01T10:00:00+01:00,Germany
DE,Berlin,Berlin Marienfelde,"{'lon': 13.368102999712246, 'lat': 52.39840599983201}",O3,eea,µg/m³,67.49,2024-09-15T00:00:00+02:00,Germany
DE,Nürnberg,Nürnberg/Muggenhof,"{'lon': 11.02480000002082, 'lat': 49.46222900020697}",PM2.5,eea,µg/m³,4.76,2024-09-15T00:00:00+02:00,Germany
DE,Rinteln,Weserbergland,"{'lon': 9.062550000102574, 'lat': 52.17017000003815}",O3,eea,µg/m³,51.4502,2024-09-15T00:00:00+02:00,Germany
DE,Heilbronn,Heilbronn,"{'lon': 9.224786000027677, 'lat': 49.16550799980083}",O3,eea,µg/m³,22.606,2024-09-15T00:00:00+02:00,Germany
DE,Fürth,Fürth/Theresienstraße,"{'lon': 10.984704999871306, 'lat': 49.472209999819725}",PM10,eea,µg/m³,9.0,2024-09-15T00:00:00+02:00,Germany
DE,Berlin,Berlin Karlshorst,"{'lon': 13.529504000309398, 'lat': 52.48529599985933}",SO2,eea,µg/m³,1.53,2019-04-01T08:00:00+02:00,Germany
DE,Neuruppin,Neuruppin,"{'lon': 12.809480999585762, 'lat': 52.93188999998345}",O3,eea,µg/m³,63.0,2024-09-15T00:00:00+02:00,Germany
DE,München,München/Stachus,"{'lon': 11.564923999614544, 'lat': 48.13725200011463}",NO,eea,µg/m³,9.0,2024-03-11T12:00:00+01:00,Germany
DE,Duderstadt,Eichsfeld,"{'lon': 10.238540000300368, 'lat': 51.507580000054304}",NO2,eea,µg/m³,8.66267,2024-09-15T00:00:00+02:00,Germany
DE,Edertal,Kellerwald,"{'lon': 9.031754000448155, 'lat': 51.15484299972151}",NO2,eea,µg/m³,3.032948,2024-09-15T00:00:00+02:00,Germany
DE,Berlin,Berlin Neukölln,"{'lon': 13.430843999965024, 'lat': 52.48945100006434}",PM10,eea,µg/m³,9.31,2024-09-15T00:00:00+02:00,Germany
DE,Bremen,Bremen-Mitte,"{'lon': 8.815779999591038, 'lat': 53.07715100001935}",NO2,eea,µg/m³,19.48,2024-09-15T00:00:00+02:00,Germany
DE,Braunlage,Wurmberg,"{'lon': 10.61248000041502, 'lat': 51.75815999983918}",NO2,eea,µg/m³,4.76618,2024-09-14T23:00:00+02:00,Germany
DE,Gießen,Gießen Westanlage,"{'lon': 8.668579000168304, 'lat': 50.58410800008935}",PM10,eea,µg/m³,8.6746,2024-09-13T23:00:00+02:00,Germany
DE,Brandenburg an der Havel,Brandenburg a.d. Havel,"{'lon': 12.5523029996148, 'lat': 52.42044200004199}",NO2,eea,µg/m³,1.0,2024-09-15T00:00:00+02:00,Germany
DE,Osnabrück,Osnabrück,"{'lon': 8.052859999734808, 'lat': 52.25534000021471}",O3,eea,µg/m³,46.1448975,2024-09-15T00:00:00+02:00,Germany
DE,Osnabrück,Osnabrück,"{'lon': 8.052859999734808, 'lat': 52.25534000021471}",PM10,eea,µg/m³,7.3611,2024-09-15T00:00:00+02:00,Germany
DE,Lindau (Bodensee),Lindau (Bodensee)/Friedrichshafener Straße,"{'lon': 9.688868999616117, 'lat': 47.5574729998165}",NO,eea,µg/m³,8.28,2024-03-11T12:00:00+01:00,Germany
DE,Netphen,Netphen Rothaargebirge,"{'lon': 8.191907000306745, 'lat': 50.93032899999905}",NO2,eea,µg/m³,1.829,2024-09-14T23:00:00+02:00,Germany
DE,Wetzlar,Wetzlar,"{'lon': 8.50061899993149, 'lat': 50.5671850002032}",SO2,eea,µg/m³,0.7988949999999999,2024-09-14T23:00:00+02:00,Germany
DE,Bielefeld,Bielefeld-Ost,"{'lon': 8.548362000390142, 'lat': 52.02315500013644}",O3,eea,µg/m³,39.935,2024-09-14T23:00:00+02:00,Germany
DE,Heppenheim,Heppenheim Lehrstraße,"{'lon': 8.641999999681365, 'lat': 49.643238000255906}",NO,eea,µg/m³,10.53547573,2024-03-11T12:00:00+01:00,Germany
DE,Rothenklempenow,Löcknitz,"{'lon': 14.257407000247449, 'lat': 53.52045599996418}",PM10,eea,µg/m³,4.33,2024-09-14T23:00:00+02:00,Germany
DE,Osnabrück,Osnabrück-Verkehr,"{'lon': 8.041469999736025, 'lat': 52.270299999893304}",NO2,eea,µg/m³,49.2595978,2024-09-14T23:00:00+02:00,Germany
DE,Völklingen,Lauterbach,"{'lon': 6.744856000054294, 'lat': 49.18361000014178}",SO2,eea,µg/m³,2.59,2024-09-14T23:00:00+02:00,Germany
DE,Bremerhaven,Bremerhaven-Hansastraße,"{'lon': 8.56940499998803, 'lat': 53.562454999734335}",CO,eea,µg/m³,280.0,2024-03-11T12:00:00+01:00,Germany
DE,Bremerhaven,Bremerhaven-Hansastraße,"{'lon': 8.56940499998803, 'lat': 53.562454999734335}",PM2.5,eea,µg/m³,8.72,2024-09-14T23:00:00+02:00,Germany
DE,Barsbüttel,Barsbüttel,"{'lon': 10.214870999649861, 'lat': 53.57058300017912}",O3,eea,µg/m³,33.83,2024-09-14T23:00:00+02:00,Germany
DE,Völklingen,Völklingen-City Stadionstr.,"{'lon': 6.8677440001926, 'lat': 49.25434399983347}",PM2.5,eea,µg/m³,7.01,2024-09-14T23:00:00+02:00,Germany
DE,Erfurt,Erfurt Krämpferstr.,"{'lon': 11.037924000046234, 'lat': 50.979454999905165}",O3,eea,µg/m³,60.8644333,2024-09-14T23:00:00+02:00,Germany
DE,Düsseldorf,Düsseldorf Corneliusstraße,"{'lon': 6.7825379995865225, 'lat': 51.21316599979994}",NO2,eea,µg/m³,41.672,2024-09-13T23:00:00+02:00,Germany
DE,Köln,Köln-Rodenkirchen,"{'lon': 6.985073999700551, 'lat': 50.8898710000666}",O3,eea,µg/m³,1.108,2024-09-14T23:00:00+02:00,Germany
DE,Halle (Saale),Halle/Riebeckplatz,"{'lon': 11.983849999613978, 'lat': 51.475778000114396}",NO2,eea,µg/m³,6.59587,2024-09-14T23:00:00+02:00,Germany
DE,Halle (Saale),Halle/Riebeckplatz,"{'lon': 11.983849999613978, 'lat': 51.475778000114396}",NO,eea,µg/m³,3.278715,2024-03-11T12:00:00+01:00,Germany
DE,Tübingen,Tübingen Mühlstraße,"{'lon': 9.05802000004233, 'lat': 48.52023000014119}",NO,eea,µg/m³,9.1,2024-03-11T12:00:00+01:00,Germany
DE,Hannes Brauer,Dallgow-Döberitz,"{'lon': 13.048779000413571, 'lat': 52.53950400015818}",PM10,eea,µg/m³,7.0,2024-09-14T23:00:00+02:00,Germany
DE,Rostock,Rostock-Holbeinplatz,"{'lon': 12.099553000123738, 'lat': 54.09262000023075}",O3,eea,µg/m³,68.57,2024-09-14T23:00:00+02:00,Germany
DE,Chemnitz,Chemnitz Hans-Link-Straße,"{'lon': 12.959368000335575, 'lat': 50.85519000022021}",NO,eea,µg/m³,1.0,2024-03-11T12:00:00+01:00,Germany
DE,Düsseldorf,Düsseldorf Merowingerstraße,"{'lon': 6.7763480000178085, 'lat': 51.202549999810394}",NO2,eea,µg/m³,60.122,2024-09-14T23:00:00+02:00,Germany
DE,Münster,Münster-Geist,"{'lon': 7.611583000083205, 'lat': 51.93653500000298}",NO2,eea,µg/m³,7.324,2024-09-13T12:00:00+02:00,Germany
DE,Mainz,Mainz-Rheinallee,"{'lon': 8.265800000008618, 'lat': 50.00986999977275}",O3,eea,µg/m³,48.1579361,2024-09-14T23:00:00+02:00,Germany
DE,Frankfurt am Main,Frankfurt-Höchst,"{'lon': 8.542516999704608, 'lat': 50.10174999977533}",O3,eea,µg/m³,50.4373245,2024-09-14T23:00:00+02:00,Germany
DE,Gutsbezirk Kaufunger Wald,Witzenhausen/Wald,"{'lon': 9.774588000233182, 'lat': 51.2917569998811}",O3,eea,µg/m³,81.49625,2024-09-14T23:00:00+02:00,Germany
DE,Limburg a.d.,Limburg Schiede,"{'lon': 8.059908999819234, 'lat': 50.38642599999855}",PM2.5,eea,µg/m³,5.20415,2024-09-14T23:00:00+02:00,Germany
DE,Ottweiler,Ottweiler,"{'lon': 7.16557499963159, 'lat': 49.39950299984938}",O3,eea,µg/m³,18.92,2024-09-14T23:00:00+02:00,Germany
DE,Nettetal,Nettetal-Kaldenkirchen,"{'lon': 6.195833999823469, 'lat': 51.32693399979602}",SO2,eea,µg/m³,0.17,2018-12-31T07:00:00+01:00,Germany
DE,Bösel,Südoldenburg,"{'lon': 7.942570000090452, 'lat': 52.99795999990344}",PM10,eea,µg/m³,7.55334,2024-09-14T23:00:00+02:00,Germany
DE,Wittenberg,Wittenberg/Dessauer Strasse,"{'lon': 12.598270000214024, 'lat': 51.86747100020099}",PM10,eea,µg/m³,9.028904,2024-09-14T23:00:00+02:00,Germany
DE,Wuppertal,Wuppertal-Langerfeld,"{'lon': 7.231854000257829, 'lat': 51.27761299996059}",PM2.5,eea,µg/m³,5.555,2024-09-14T23:00:00+02:00,Germany
DE,Wuppertal,Wuppertal-Langerfeld,"{'lon': 7.231854000257829, 'lat': 51.27761299996059}",PM10,eea,µg/m³,8.092,2024-09-14T23:00:00+02:00,Germany
DE,Heilbronn,Heilbronn Weinsberger Straße-Ost,"{'lon': 9.225889999867457, 'lat': 49.146000000156235}",CO,eea,µg/m³,300.0,2024-03-11T12:00:00+01:00,Germany
DE,Hanau,Hanau,"{'lon': 8.921570000210695, 'lat': 50.13577000007054}",PM10,eea,µg/m³,10.2719994,2024-09-14T23:00:00+02:00,Germany
DE,Halberstadt,Halberstadt,"{'lon': 11.057441999854865, 'lat': 51.896981999893455}",PM2.5,eea,µg/m³,3.42103,2024-09-14T23:00:00+02:00,Germany
DE,Frankfurt am Main,Frankfurt-Schwanheim,"{'lon': 8.57630500010954, 'lat': 50.07546399990015}",NO2,eea,µg/m³,9.431215,2024-09-14T23:00:00+02:00,Germany
DE,Hamburg,Hamburg Habichtstraße,"{'lon': 10.053859000113452, 'lat': 53.59230100007087}",NO,eea,µg/m³,15.188,2024-03-11T12:00:00+01:00,Germany
DE,Hamburg,Hamburg Habichtstraße,"{'lon': 10.053859000113452, 'lat': 53.59230100007087}",NO2,eea,µg/m³,43.331,2024-09-14T23:00:00+02:00,Germany
DE,Lübeck,Lübeck Moislinger Allee,"{'lon': 10.673320000236593, 'lat': 53.86223699996236}",NO2,eea,µg/m³,26.936,2024-09-14T23:00:00+02:00,Germany
DE,Meiningen,Dreißigacker,"{'lon': 10.37529899992849, 'lat': 50.56175400020508}",NO2,eea,µg/m³,1.9125,2024-09-14T23:00:00+02:00,Germany
DE,Oldenburg (Oldb),Oldenburg Heiligengeistwall,"{'lon': 8.21208399971623, 'lat': 53.14283600008275}",PM10,eea,µg/m³,11.7232,2024-09-14T23:00:00+02:00,Germany
DE,Potsdam,"Potsdam, Groß Glienicke","{'lon': 13.123698000137418, 'lat': 52.48416800001682}",NO2,eea,µg/m³,4.0,2024-09-14T23:00:00+02:00,Germany
DE,Wernigerode,Wernigerode/Bahnhof,"{'lon': 10.790142999581336, 'lat': 51.83938200026512}",PM10,eea,µg/m³,7.269385,2024-09-14T23:00:00+02:00,Germany
DE,Manfred Lotz,NET.DE_BB,"{'lon': 12.548376, 'lat': 52.40930899999999}",PM10,EEA Germany,µg/m³,56.0,2024-03-04T10:00:00+01:00,Germany
DE,,Kahla,"{'lon': 11.587652, 'lat': 50.8041232}",PM2.5,airgradient,µg/m³,35.840773264567055,2024-02-11T22:00:00+01:00,Germany
DE,Rheinland-Pfalz,DERP001,"{'lon': 8.402374, 'lat': 49.515052}",O3,EEA Germany,µg/m³,0.9975,2024-01-29T20:00:00+01:00,Germany
DE,Rheinland-Pfalz,DERP047,"{'lon': 6.690487999999999, 'lat': 49.783942}",NO2,EEA Germany,µg/m³,31.07448959,2024-01-29T20:00:00+01:00,Germany
DE,Thüringen,DETH093,"{'lon': 11.3204, 'lat': 50.982544}",NO2,EEA Germany,µg/m³,43.49024963,2024-01-29T20:00:00+01:00,Germany
DE,Rheinland-Pfalz,DERP007,"{'lon': 8.216498, 'lat': 50.017078}",SO2,EEA Germany,µg/m³,1.00012505,2024-01-29T20:00:00+01:00,Germany
DE,Nordrhein-Westfalen,DENW059,"{'lon': 6.985164, 'lat': 50.889814}",SO2,EEA Germany,µg/m³,0.33,2018-12-31T07:00:00+01:00,Germany
DE,Brandenburg,DEBB044,"{'lon': 14.327998, 'lat': 51.756476}",NO,EEA Germany,µg/m³,10.0,2024-01-29T20:00:00+01:00,Germany
DE,Rheinland-Pfalz,DERP045,"{'lon': 7.592515, 'lat': 50.359605}",PM10,EEA Germany,µg/m³,23.1385498,2024-01-29T20:00:00+01:00,Germany
DE,Brandenburg,DEBB060,"{'lon': 13.822211000000001, 'lat': 52.832467}",PM10,EEA Germany,µg/m³,31.0,2023-12-31T22:00:00+01:00,Germany
DE,Bayern,DEBY028,"{'lon': 11.879245, 'lat': 48.909518}",CO,EEA Germany,µg/m³,560.0,2023-12-31T22:00:00+01:00,Germany
DE,,DEBY021,"{'lon': 11.428766, 'lat': 48.769444}",PM10,EEA Germany,µg/m³,18.13,2022-07-01T02:00:00+02:00,Germany
DE,,DESL010,"{'lon': 6.948776, 'lat': 49.244247}",PM10,EEA Germany,µg/m³,12.33,2021-12-21T02:00:00+01:00,Germany
DE,,DENW367,"{'lon': 6.990945, 'lat': 51.568055}",PM10,EEA Germany,µg/m³,12.17,2021-01-13T01:00:00+01:00,Germany
DE,,DENW367,"{'lon': 6.990945, 'lat': 51.568055}",NO2,EEA Germany,µg/m³,14.95,2021-01-13T01:00:00+01:00,Germany
DE,,DEST075,"{'lon': 11.983406, 'lat': 51.47516399999999}",PM10,EEA Germany,µg/m³,12.69,2018-12-31T06:00:00+01:00,Germany
DE,,DEST075,"{'lon': 11.983406, 'lat': 51.47516399999999}",PM2.5,EEA Germany,µg/m³,8.13,2018-12-31T07:00:00+01:00,Germany
DE,,DEST075,"{'lon': 11.983406, 'lat': 51.47516399999999}",SO2,EEA Germany,µg/m³,2.04,2018-12-31T06:00:00+01:00,Germany
DE,Gersfeld (Rhön),Wasserkuppe,"{'lon': 9.935861999710413, 'lat': 50.49771100020172}",PM10,eea,µg/m³,3.651099,2024-09-15T00:00:00+02:00,Germany
DE,Fulda,Fulda Petersberger Straße,"{'lon': 9.684854000114996, 'lat': 50.550027999986604}",CO,eea,µg/m³,232.20336,2023-01-24T02:00:00+01:00,Germany
DE,Berlin,Berlin Silbersteinstraße 5,"{'lon': 13.441209999591656, 'lat': 52.46747000023927}",PM10,eea,µg/m³,9.92,2024-09-15T00:00:00+02:00,Germany
DE,Brandenburg an der Havel,"Brandenburg, Neuendorfer Str.","{'lon': 12.548590000237473, 'lat': 52.40937999979378}",NO,eea,µg/m³,15.0,2024-03-11T12:00:00+01:00,Germany
DE,Darmstadt,Darmstadt Hügelstraße,"{'lon': 8.653745000405705, 'lat': 49.869457000156075}",NO,eea,µg/m³,8.34360504,2024-03-11T12:00:00+01:00,Germany
DE,Würzburg,Würzburg/Kopfklinik,"{'lon': 9.95641999978472, 'lat': 49.80469500002163}",PM2.5,eea,µg/m³,6.09,2024-09-15T00:00:00+02:00,Germany
